关键词,职位,薪资,城市,公司,经验,学历,所属专业,公司规模,在招职位数,职位描述
护理,高端养老院招护工养老护理员七千接受新手,5-10K,北京,京城优家家政,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,6,
护理,护士/护理,4-6K,北京,美年大健康,1年以内,中专/中技,护理专业,500-999人,49,
护理,护理主任,8-13K,北京,华和上医,3-5年,大专,护理专业,20-99人,10,
护理,康养中心护理员,5-6K,北京,国辉家政公司,3-5年,初中及以下,护理专业,0-20人,1,
护理,招牌母婴护理师-有无经验均可,8-12K,北京,莱弗母婴,1-3年,中专/中技,护理专业,0-20人,4,
护理,养发护理师,7-11K,北京,北京轻年时代科技,经验不限,学历不限,护理专业,0-20人,2,
护理,高级母婴护理师,10-15K,北京,北京状元宝贝月嫂中心,经验不限,学历不限,护理专业,20-99人,5,
护理,住家护理员,5-6K,北京,北京福寿康鑫健康...,经验不限,学历不限,护理专业,20-99人,1,
护理,养老护理员,5-6K,北京,北京中青家政有限公司,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,养老护理员,4-5K,北京,仁达养老院,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,养老护理员,7-10K,北京,合合美家,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,4,
护理,养老护理员,6-7K,北京,北京爱天养老服务,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,1,
护理,养老护理员,5-6K,北京,怡馨老年公寓,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,养老护理员,5-6K,北京,乐龄长者,1-3年,初中及以下,智慧健康养老服务与管理专业,0-20人,2,
护理,三甲医院养老护理员,6-10K,北京,美妈宝贝家政,1年以内,初中及以下,智慧健康养老服务与管理专业,20-99人,4,
护理,养老护理员,5-6K,北京,北京精康,3-5年,学历不限,智慧健康养老服务与管理专业,20-99人,7,
护理,养老护理员,5-7K·13薪,北京,北京盛韵家政服务,3-5年,学历不限,智慧健康养老服务与管理专业,10000人以上,2,
护理,养老护理员，餐饮，客房保洁，,4-9K,北京,北京久久宏莲家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,美容师/面部护理师（连锁门店可就近安排）,6-10K,北京,荟宝,经验不限,学历不限,护理专业,100-499人,48,
护理,养老管家-护理员-小时制,3-8K,北京,倍孝顺科技,1-3年,学历不限,护理专业,20-99人,3,
护理,养老护理员,5-8K,北京,北京辰天停车管理,1年以内,初中及以下,智慧健康养老服务与管理专业,0-20人,1,
护理,干休所护理员,6-9K,北京,北京欣圣国际家政服务,经验不限,学历不限,护理专业,20-99人,1,
护理,养老护理员  护工,7-12K,北京,北京家慧家政服务...,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,4,
护理,急招养老护理员/护工/名额有限,6-8K,北京,北京茂优臻信息科技,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,21,
护理,招20名养老护理员，男女不限，有无经验均可,7-12K,北京,北京睿智宏达家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,500-999人,9,
护理,养老驿站护理员,4-5K,北京,北京金瀛商业有限公司,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,1,
护理,养老护理员,4-5K,北京,张镇天天禧养老,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,急需养老护理员,5-10K,北京,桓奕信息,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,6,
护理,养老护理员,5-6K,北京,北京首善人家康养产业,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,养老护理员,6-7K,北京,普祥老年公寓,经验不限,初中及以下,智慧健康养老服务与管理专业,20-99人,1,
护理,养老护理员,5-8K,北京,颐家养老,经验不限,学历不限,智慧健康养老服务与管理专业,1000-9999人,37,
护理,护理员,5-7K,北京,康助集团,1-3年,初中及以下,护理专业,100-499人,1,
护理,养老护理员,4-9K,北京,万护健康,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,养老护理员,5-6K,北京,悦鑫养老院,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,头皮护理师,4-8K,北京,博士园毛发研究中心,经验不限,学历不限,护理专业,20-99人,2,
护理,养老护理员,3-4K,北京,夕阳红养老院,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,护理员,4-9K,北京,乐普瑞康,3-5年,学历不限,护理专业,20-99人,8,
护理,护理员,4-8K·13薪,北京,北京常伴陪护技术,经验不限,学历不限,护理专业,0-20人,4,
护理,养老护理员,5-8K,北京,北京玖月安琪家政公司,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,6,
护理,养老护理员,5-6K,北京,安泰,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,4,
护理,养老护理员,5-6K,北京,青云店镇养老照料中心,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,1,
护理,养老护理员,4-5K,北京,老山养老照料中心,经验不限,学历不限,智慧健康养老服务与管理专业,,,
护理,养老护理员,4-5K,北京,益寿福老年公寓,1年以内,初中及以下,智慧健康养老服务与管理专业,0-20人,1,
护理,养发护理师,8-13K,北京,北京丝域昌科技发展,经验不限,大专,护理专业,0-20人,1,
护理,养老护理员,5-10K,北京,大班生活,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,10,
护理,护理员,4-5K,北京,潭柘闻香医养服务中心,1-3年,高中,护理专业,100-499人,2,
护理,母婴护理师、月嫂、育儿嫂,8-13K,北京,北京礼理家政服务,经验不限,学历不限,护理专业,0-20人,2,
护理,养老护理员,4-9K,北京,北京鑫缘家政有限公司,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,3,
护理,招50名养老护理员，男女不限，有无经验均可,7-12K,北京,北京华宇鹏润通讯,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,居家男女护理员,6-10K,北京,北京恒宸吉源信息咨询,经验不限,学历不限,护理专业,100-499人,3,
护理,护理员-精神科医院,5-6K,北京,兴康医院,1-3年,中专/中技,护理专业,20-99人,12,
护理,养老护理员,4-6K,北京,苏氏管家,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,2,
护理,养老护理员,4-7K,北京,皓元世纪科技有限公司,经验不限,学历不限,智慧健康养老服务与管理专业,1000-9999人,4,
护理,养老护理员,5-6K,北京,椿萱茂青塔养老服...,1-3年,学历不限,智慧健康养老服务与管理专业,10000人以上,4,
护理,养老护理员,5-6K,北京,优艾创意,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,护理主任,6-8K,北京,怡海物业,3-5年,中专/中技,护理专业,500-999人,16,
护理,养发护理师,6-11K,北京,丝域,经验不限,学历不限,护理专业,1000-9999人,103,
护理,养老护理员,2-4K,北京,北京大石窝养老服务,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,资深养发护理师，助理店长,6-10K,北京,北京美丽发科技,经验不限,学历不限,护理专业,0-20人,1,
护理,护理员,3-4K,北京,北京帮尔带,经验不限,学历不限,护理专业,20-99人,1,
护理,一对一养老护理员,5-7K,北京,尊行相伴,1-3年,初中及以下,智慧健康养老服务与管理专业,100-499人,1,
护理,头皮护理师,8-13K,北京,北京钟航妤化妆品销售,经验不限,学历不限,护理专业,0-20人,2,
护理,白班护理员,5-6K,北京,老年家园,1-3年,初中及以下,护理专业,0-20人,3,
护理,养老护理员,4-5K,北京,福寿园,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,2,
护理,养老护理员,5-10K,北京,健荣康辅,经验不限,初中及以下,智慧健康养老服务与管理专业,20-99人,4,
护理,生美护理师,8-13K,北京,北京珈溪医疗美容...,3-5年,学历不限,护理专业,100-499人,31,
护理,养老护理员,4-5K,北京,龚平生态养生园,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,3,
护理,养老护理员,4-6K,北京,北京君信康养老服务,1-3年,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,养老护理员,4-5K,北京,北京亲管家,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,2,
护理,护理员,4-5K,北京,月桂物业,3-5年,中专/中技,护理专业,20-99人,6,
护理,养老护理员,5-6K,北京,康梦圆国际老年公寓,1-3年,学历不限,智慧健康养老服务与管理专业,100-499人,9,
护理,养发护理师,5-10K,北京,北京中晟颐嘉科技,经验不限,学历不限,护理专业,0-20人,1,
护理,养老护理员,5-6K,北京,尚颐嘉,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,1,
护理,养老护理员,4-6K,北京,北京市东城区天坛...,3-5年,初中及以下,智慧健康养老服务与管理专业,,,
护理,养老护理员,5-6K,北京,兴丰街道养老照料中心,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,2,
护理,养老机构护理员,5-8K,北京,华辰公司,经验不限,学历不限,护理专业,20-99人,2,
护理,初级养老护理员（白班长期）,5-6K,北京,父与子文化,1年以内,初中及以下,智慧健康养老服务与管理专业,20-99人,4,
护理,家政服务员养老护理员,5-7K,北京,中磊培训,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,2,
护理,头皮护理师,6-9K,北京,壹恩国际造型,经验不限,学历不限,护理专业,,,
护理,中医眼部护理师,5-6K,北京,某小型人力资源服务公司,1-3年,学历不限,护理专业,,,
护理,高级母婴护理师,8-11K,北京,阿姨到了北京家政,经验不限,初中及以下,护理专业,0-20人,1,
护理,养老护理员,4-5K,北京,北京市门头沟区潭...,1-3年,中专/中技,智慧健康养老服务与管理专业,,,
护理,养老护理员,5-6K,北京,北京国基昌盛,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,5,
护理,养老护理员,4-6K,北京,大家养老运营管理...,经验不限,学历不限,智慧健康养老服务与管理专业,100-499人,4,
护理,北京医院护工护理员,5-10K,北京,北京优选到家科技,经验不限,学历不限,护理专业,100-499人,2,
护理,高级母婴护理师,7-12K,北京,久优家政,经验不限,学历不限,护理专业,0-20人,10,
护理,养老护理员,4-6K,北京,米赫医院,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,4,
护理,养老护理员,4-5K,北京,孝义养老,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,护工/养老护理员,5-9K,北京,富喜惠安家政,经验不限,学历不限,智慧健康养老服务与管理专业,0-20人,2,
护理,养老护理员,5-6K,北京,王春亚,经验不限,学历不限,智慧健康养老服务与管理专业,500-999人,2,
护理,头疗养发身体护理师,8-13K,北京,北京三道汤美容美发,1-3年,学历不限,护理专业,,,
护理,护理总监,50-80K,北京,某大型综合财富管理与养老服务公司,10年以上,本科,护理专业,,,
护理,养老护理员,5-6K,北京,北京市西城区景福...,经验不限,初中及以下,智慧健康养老服务与管理专业,20-99人,1,
护理,养老护理员,4-7K,北京,北京市西城区大栅...,1-3年,高中,智慧健康养老服务与管理专业,20-99人,2,
护理,养发护理师,5-10K,北京,北京康世缘健康管理,1-3年,学历不限,护理专业,0-20人,1,
护理,护理员,5-6K,北京,颐和康泰,1-3年,中专/中技,护理专业,100-499人,3,
护理,养老护理员,4-6K,北京,语高国际,1-3年,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,头疗师、头皮护理师,6-11K,北京,北京头道印象科技,经验不限,初中及以下,护理专业,0-20人,1,
护理,护理员,5-8K,北京,阿依妈妈,1-3年,学历不限,护理专业,100-499人,1,
护理,养老护理员,4-6K,北京,盛奥养老,经验不限,学历不限,智慧健康养老服务与管理专业,20-99人,1,
护理,月嫂，育儿嫂，养老护理员,9-14K,北京,北京妇婴乐家政服务,经验不限,学历不限,智慧健康养老服务与管理专业,1000-9999人,3,
护理,养老护理员,3-6K,北京,北京鹏瑞利婧信养...,在校/应届,中专/中技,智慧健康养老服务与管理专业,100-499人,1,
护理,母婴护理师,8-11K,北京,华庭母婴,经验不限,学历不限,护理专业,100-499人,3,
护理,养老护理员,3-4K,北京,通用技术养老公司,1-3年,大专,智慧健康养老服务与管理专业,100-499人,5,
护理,长期招聘高端家政、母婴护理师、育婴师、,8-12K,北京,乐美嘉家政,经验不限,高中,护理专业,20-99人,5,
